tema,page,menu,font,warna,label,,,,
2,4,4,"Poppins', 'Poppins'","'#0c0c0c', '#ffffff', '#7335b7', '#7335b7', '#ffffff', '#ffffff', '#000000', '#ffffff', '#ffffff', '#ffffff', '#000000', '#f8842b', '#f8842b', '#ffffff', '#f8842b', '#ffffff', '#ffffff', '#5a2a8f', '#ffffff', '#5a2a8f', '#ffffff', '#ffffff', '#f8842b', '#000000', '#000000', '#faf8fd', '#ffffff', '#7335b7', '#7335b7', '#ffffff', '#7335b7', '#ffffff', '#7335b7', '#ffffff', '#f8842b', '#ffffff', '#f8842b', '#ffffff', '#ffffff', '#000000', '#000000', '#7335b7', '#7335b7', '#ffffff', '#7335b7', '#ffffff', '#7335b7', '#f8842b', '#000000', '#a5a5a5', '#1c1b1b', '#1c1b1b', '#1c1b1b', '#1c1b1b', '#7335b7', '#ffffff', '#7335b7', '#fff', '#ffffff', '#7335b7', '#ffffff', '#ffffff', '#f8842b', '#ffffff', '#f8842b', '#ffffff', '#f8842b', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#f8842b', '#ffffff', '#f8842b', '#ffffff'",34,,,,
2,5,5,"'Rajdhani', 'Poppins', 'Poppins', 'Baloo', 'Baloo'","'#666666', '#1f1f1f', '#111111', '#212121', '#222222', '#ddd', '#767676', '#ffffff', '#fff', '#fff', '#fec955', '#fec955', '#fff', '#fff', '#fff', '#ffca56', '#f6f6f6', '#ffca56', '#fff', '#ffca56', '#fff', '#02246a', '#0808ff', '#02246a', '#fff', '#fff', '#ffca56', '#02246a', '#fff', '#f6f6f6', '#02246a', '#02246a', '#fff', '#393838', '#fff', '#f8c659', '#48ca95', '#fff', '#2a2b2b', '#02246a', '#393838', '#fff', '#fff', '#02246a', '#2a2b2b', '#fff', '#02246a', '#030305', '#ffca56', '#222221', '#02246a', '#dfdfdf', '#dfdfdf', '#ffca56', '#fff', '#02246a', '#fff', '#dfdfdf', '#02246a', '#fff', '#fff', '#02246a', '#fff', '#fec955', '#fff', '#fff', '#fff', '#ffca56', '#fff', '#fffffff2', '#ccc8c8', '#ffca56', '#fff', '#000', '#fff', '#ddd', '#ddd', '#ffca56', '#02246a', '#f8c659', '#02246a', '#02246a'",35,,,,
3,5,5,"Righteous', 'Rajdhani', 'Poppins', 'Poppins', 'Righteous'","#666666', '#1f1f1f', '#111111', '#212121', '#222222', '#ddd', '#767676', '#ffffff', '#fff', '#fff', '#fff', '#fff', '#ffffff', '#ffffff', '#2b2278', '#ffffff', '#ffffff', '#141414', '#ffffff', '#2b2278', '#ffffff', '#1f1f1f', '#1f1f1f', '#ffffff', '#2b2278', '#ffffff', '#000d10', '#ffffff', '#000d10', '#1f1f1f', '#1f1f1f', '#ffffff', '#000d10', '#ffffff', '#2b2278', '#ffffff', '#ffffff', '#ffffff', '#131313', '#ffffff', '#0d0d0d', '#0d0d0d', '#012628', '#085a57', '#8781bd', '#2b2278', '#1f1f1f', '#1f1f1f', '#ffffff', '#000d10', '#2b2278', '#ffffff', '#6e6e6e', '#1f1f1f', '#ffffff', '#2b2278', '#000d10', '#ffffff', '#363636', '#393838', '#393838', '#ffffff', '#000d10', '#ffffff', '#2b2278', '#ffffff', '#2b2c2c', '#ffffff', '#2b2278', '#000', '#ffffff', '#ffffff', '#e27141', '#122c2d', '#ffffff', '#ffffff', '#e27141'",36,,,,
3,5,5,"Rajdhani', 'Poppins', 'poppins', 'FontAwesome', 'FontAwesome', 'Roboto', 'FontAwesome'","#666666', '#1f1f1f', '#111111', '#212121', '#222222', '#ddd', '#767676', '#ffffff', '#f9f9f9', '#38c8a8', '#114c7d', '#38c8a8', '#fff', '#fff', '#000000', '#114c7d', '#38c8a8', '#000', '#fff', '#fff', '#ad2101', '#fff', '#fff', '#fff', '#38c8a8', '#fff', '#ad2100', '#fff', '#fff', '#fff', '#fff', '#fff', '#b23011', '#b23011', '#fff', '#ccc', '#fff', '#fff', '#fff', '#111111', '#999', '#ffffff', '#38c8a8', '#ffffff', '#38c8a8', '#000000', '#000000', '#ffffff', '#111111', '#38c8a8', '#111111', '#ffffff', '#ffffff', '#111111', '#38c8a8', '#ffffff', '#c8c8c8', '#ffffff', '#111111', '#ffffff', '#ffffff', '#000000', '#000000', '#e0e7ed', '#fff', '#38c8a8', '#111111', '#ffffff', '#38c8a8', '#000000', '#000000', '#38c8a8', '#ffffff', '#ffffff', '#38c8a8', '#38c8a8', '#ffffff', '#38c8a8', '#38c8a8', '#38c8a8', '#ffffff', '#111111', '#38c8a8', '#38c8a8', '#ffffff', '#e0e7ed', '#111111', '#38c8a8', '#111111', '#ffffff', '#ffffff', '#38c8a8', '#616361', '#ffffff', '#114c7d', '#111111', '#fff', '#000000', '#000000', '#000000', '#fff', '#fff', '#ffffff', '#111111', '#ffffff', '#000000', '#111111', '#38c8a8', '#114c7d', '#000000', '#000000', '#333', '#ffffff', '#ffffff', '#242424', '#fff', '#38c8a8', '#ffffff', '#38c8a8', '#ffffff', '#ffffff', '#ffffff', '#111111', '#38c8a8', '#38c8a8', '#ffffff', '#38c8a8', '#fff', '#e12d4f', '#e12d4f', '#fff', '#fff', '#114c7d', '#fff', '#110707', '#ad2100', '#262424', '#fff', '#080404', '#ad2100', '#fff', '#3e3c3c', '#000', '#fff', '#ad2100', '#fff', '#000', '#fff', '#100505', '#fff', '#fff', '#ad2100', '#fff', '#fff', '#080404', '#ad2100', '#8f8f8f', '#000000', '#080404', '#060402', '#fff', '#818080', '#fff', '#100b0b', '#cfcece', '#000000', '#fff', '#ff0000', '#fff', '#fff', '#fff', '#fff', '#ff0000', '#ff0000', '#fff', '#2b2a2a', '#fff', '#fff', '#fff', '#f00', '#fff', '#ad2100', '#fff', '#ad2100', '#fff', '#ad2100', '#fff', '#ad2100', '#fff', '#ad2100', '#fff', '#fffdfd', '#000', '#110d0c', '#fff'",37,,,,
3,5,5,'Poppins',"#0c0c0c', '#ffffff', '#eae6f5', '#000000', '#4b208c', '#ffffff', '#4b208c', '#190734', '#3b3a3a', '#000000', '#4b208c', '#ffffff', '#5625a1', '#7b57b2', '#ffffff', '#4b208c', '#000000', '#000000', '#2e0e5f', '#512a97', '#4b208c', '#ffffff', '#5625a1', '#f3f0f6', '#7b57b2', '#4b208c', '#ffffff', '#5625a1', '#ffffff', '#ffffff', '#000000', '#000000', '#101010', '#000000', '#000000', '#737272', '#737272', '#737272', '#737272', '#4b208c', '#ffffff', '#5625a1', '#190734', '#ffffff', '#ffffff', '#ffffff', '#000000', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#4b208c', '#ffffff', '#5625a1', '#222222', '#222222'",38,,,,
3,5,5,"Poppins', 'Open Sans'","#000000', '#ffffff', '#fec016', '#b5caee', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#000000', '#ffffff', '#ffffff', '#353434', '#fec016', '#353434', '#353434', '#ffffff', '#353434', '#fec016', '#cdcbcd', '#000000', '#000000', '#000000', '#000000', '#ffffff', '#000000', '#000000', '#000000', '#000000', '#000000', '#fec913', '#fff', '#232323', '#ffffff', '#ffffff', '#fbca47', '#fbca47', '#ffffff', '#fbca47', '#232323', '#fbfcfd', '#ffffff', '#fbfcfd'",39,,,,
3,1,5,"sansserif', 'Poppins', 'SFMonoRegular', 'inherit', 'Poppins', 'Poppins', 'SFMonoRegular'","#007bff', '#6610f2', '#6f42c1', '#e83e8c', '#eb4d4b', '#fd7e14', '#EE5A24', '#6ab04c', '#00cec9', '#1289A7', '#fff', '#6c757d', '#1b1b1b', '#ff6e42', '#6c757d', '#6ab04c', '#1289A7', '#EE5A24', '#eb4d4b', '#f8f9fa', '#1b1b1b', '#000000', '#444', '#fff', '#ff6e42', '#f53900', '#6c757d', '#000000', '#fcf8e3', '#6c757d', '#fff', '#dee2e6', '#6c757d', '#e83e8c', '#fff', '#1b1b1b', '#1b1b1b', '#444', '#dee2e6', '#dee2e6', '#dee2e6', '#dee2e6', '#dee2e6', '#000000', '#444', '#000000', '#ffd6ca', '#ffb49d', '#ffc2b1', '#ffc2b1', '#d6d8db', '#b3b7bb', '#c8cbcf', '#c8cbcf', '#d5e9cd', '#b2d6a2', '#c6e1bb', '#c6e1bb', '#bddee6', '#84c2d1', '#abd5df', '#abd5df', '#fad1c2', '#f6a98d', '#f8bfaa', '#f8bfaa', '#f9cdcd', '#f5a2a1', '#f6b6b6', '#f6b6b6', '#fdfdfe', '#fbfcfc', '#ececf6', '#ececf6', '#bfbfbf', '#888888', '#b2b2b2', '#b2b2b2', '#000000', '#000000', '#000000', '#fff', '#343a40', '#454d55', '#495057', '#e9ecef', '#dee2e6', '#fff', '#343a40', '#454d55', '#ffffff', '#fff', '#ffffff', '#495057', '#ced4da', '#495057', '#ffd0c2', '#6c757d', '#6c757d', '#6c757d', '#6c757d', '#6c757d', '#e9ecef', '#495057', '#444', '#6c757d', '#6ab04c', '#fff', '#6ab04c', '#6ab04c', '#6ab04c', '#6ab04c', '#6ab04c', '#6ab04c', '#6ab04c', '#6ab04c', '#6ab04c', '#6ab04c', '#87c16e', '#87c16e', '#6ab04c', '#6ab04c', '#6ab04c', '#6ab04c', '#6ab04c', '#eb4d4b', '#fff', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#f07a79', '#f07a79', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#444', '#444', '#ff6e42', '#fff', '#ff6e42', '#ff6e42', '#fff', '#ff511c', '#ff470f', '#ff845e', '#fff', '#ff6e42', '#ff6e42', '#fff', '#ff470f', '#ff3d02', '#ff845e', '#fff', '#6c757d', '#6c757d', '#fff', '#5a6268', '#545b62', '#828a91', '#fff', '#6c757d', '#6c757d', '#fff', '#545b62', '#4e555b', '#828a91', '#fff', '#6ab04c', '#6ab04c', '#fff', '#5a9540', '#558c3d', '#80bc67', '#fff', '#6ab04c', '#6ab04c', '#fff', '#558c3d', '#4f8339', '#80bc67', '#fff', '#1289A7', '#1289A7', '#fff', '#0e6d84', '#0d6379', '#369bb4', '#fff', '#1289A7', '#1289A7', '#fff', '#0d6379', '#0c5a6d', '#369bb4', '#fff', '#EE5A24', '#EE5A24', '#fff', '#db4711', '#cf4310', '#f17345', '#fff', '#EE5A24', '#EE5A24', '#fff', '#cf4310', '#c33f0f', '#f17345', '#fff', '#eb4d4b', '#eb4d4b', '#fff', '#e72b29', '#e6201d', '#ee6866', '#fff', '#eb4d4b', '#eb4d4b', '#fff', '#e6201d', '#de1b19', '#ee6866', '#1b1b1b', '#f8f9fa', '#f8f9fa', '#1b1b1b', '#e2e6ea', '#dae0e5', '#d7d8d9', '#1b1b1b', '#f8f9fa', '#f8f9fa', '#1b1b1b', '#dae0e5', '#d3d9df', '#d7d8d9', '#fff', '#1b1b1b', '#1b1b1b', '#fff', '#080808', '#020202', '#3d3d3d', '#fff', '#1b1b1b', '#1b1b1b', '#fff', '#020202', '#3d3d3d', '#ff6e42', '#ff6e42', '#fff', '#ff6e42', '#ff6e42', '#ff6e42', '#ff6e42', '#fff', '#ff6e42', '#ff6e42', '#ff6e42', '#6c757d', '#6c757d', '#fff', '#6c757d', '#6c757d', '#6c757d', '#6c757d', '#fff', '#6c757d', '#6c757d', '#6c757d', '#6ab04c', '#6ab04c', '#fff', '#6ab04c', '#6ab04c', '#6ab04c', '#6ab04c', '#fff', '#6ab04c', '#6ab04c', '#6ab04c', '#1289A7', '#1289A7', '#fff', '#1289A7', '#1289A7', '#1289a7', '#1289A7', '#fff', '#1289A7', '#1289A7', '#1289a7', '#EE5A24', '#EE5A24', '#fff', '#EE5A24', '#EE5A24', '#ee5a24', '#EE5A24', '#fff', '#EE5A24', '#EE5A24', '#ee5a24', '#eb4d4b', '#eb4d4b', '#fff', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#fff', '#eb4d4b', '#eb4d4b', '#eb4d4b', '#f8f9fa', '#f8f9fa', '#1b1b1b', '#f8f9fa', '#f8f9fa', '#f8f9fa', '#f8f9fa', '#1b1b1b', '#f8f9fa', '#f8f9fa', '#f8f9fa', '#1b1b1b', '#1b1b1b', '#fff', '#1b1b1b', '#1b1b1b', '#1b1b1b', '#1b1b1b', '#fff', '#1b1b1b', '#1b1b1b', '#1b1b1b', '#ff6e42', '#f53900', '#6c757d', '#444', '#fff', '#000000', '#e9ecef', '#1b1b1b', '#0e0e0e', '#f8f9fa', '#fff', '#ff6e42', '#6c757d', '#6c757d', '#1b1b1b', '#495057', '#e9ecef', '#ced4da', '#fff', '#ff6e42', '#ff6e42', '#ffd0c2', '#fff', '#fff7f5', '#fff7f5', '#6c757d', '#e9ecef', '#ff6e42', '#ff6e42', '#ff6e42', '#ff6e42', '#ff6e42', '#adb5bd', '#ff6e42', '#495057', '#ced4da', '#ffd0c2', '#ff6e42', '#495057', '#6c757d', '#e9ecef', '#ffd0c2', '#e9ecef', '#495057', '#ced4da', '#495057', '#e9ecef', '#ff6e42', '#fff7f5', '#dee2e6', '#ff6e42', '#fff7f5', '#dee2e6', '#ff6e42', '#fff7f5', '#dee2e6', '#dee2e6', '#adb5bd', '#adb5bd', '#adb5bd', '#6c757d', '#dee2e6', '#dee2e6', '#6c757d', '#495057', '#fff', '#fff', '#fff', '#ff6e42', '#000000', '#000000', '#000000', '#000000', '#000000', '#000000', '#000000', '#000000', '#000000', '#000000', '#000000', '#000000', '#fff', '#fff', '#ffffff', '#ffffff', '#ffffff', '#fff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#fff', '#fff', '#fff', '#000000', '#000000', '#000000', '#000000', '#000000', '#1b1b1b', '#495057', '#343a40', '#fff', '#f53900', '#ff6e42', '#ff6e42', '#fff', '#ff6e42', '#ff6e42', '#6c757d', '#fff', '#dee2e6', '#fff', '#ff6e42', '#fff', '#ff470f', '#ff6e42', '#fff', '#6c757d', '#fff', '#545b62', '#6c757d', '#fff', '#6ab04c', '#fff', '#558c3d', '#6ab04c', '#fff', '#1289A7', '#fff', '#0d6379', '#1289a7', '#fff', '#EE5A24', '#fff', '#cf4310', '#ee5a24', '#fff', '#eb4d4b', '#fff', '#e6201d', '#eb4d4b', '#1b1b1b', '#f8f9fa', '#1b1b1b', '#dae0e5', '#f8f9fa', '#fff', '#1b1b1b', '#fff', '#020202', '#1b1b1b', '#e9ecef', '#853922', '#ffe2d9', '#ffd6ca', '#ffc2b1', '#5c2818', '#383d41', '#e2e3e5', '#d6d8db', '#c8cbcf', '#202326', '#375c28', '#e1efdb', '#d5e9cd', '#c6e1bb', '#223819', '#094757', '#d0e7ed', '#bddee6', '#abd5df', '#042129', '#7c2f13', '#fcded3', '#fad1c2', '#f8bfaa', '#501e0c', '#7a2827', '#fbdbdb', '#f9cdcd', '#f6b6b6', '#531b1b', '#818182', '#fefefe', '#fdfdfe', '#ececf6', '#686868', '#0e0e0e', '#d1d1d1', '#bfbfbf', '#b2b2b2', '#e9ecef', '#fff', '#ff6e42', '#ffffff', '#ffffff', '#495057', '#495057', '#f8f9fa', '#444', '#e9ecef', '#fff', '#000000', '#6c757d', '#fff', '#fff', '#ff6e42', '#ff6e42', '#853922', '#ffd6ca', '#853922', '#ffc2b1', '#fff', '#853922', '#853922', '#383d41', '#d6d8db', '#383d41', '#c8cbcf', '#fff', '#383d41', '#383d41', '#375c28', '#d5e9cd', '#375c28', '#c6e1bb', '#fff', '#375c28', '#375c28', '#094757', '#bddee6', '#094757', '#abd5df', '#fff', '#094757', '#094757', '#7c2f13', '#fad1c2', '#7c2f13', '#f8bfaa', '#fff', '#7c2f13', '#7c2f13', '#7a2827', '#f9cdcd', '#7a2827', '#f6b6b6', '#fff', '#7a2827', '#7a2827', '#818182', '#fdfdfe', '#818182', '#ececf6', '#fff', '#818182', '#818182', '#0e0e0e', '#bfbfbf', '#0e0e0e', '#b2b2b2', '#fff', '#0e0e0e', '#0e0e0e', '#000', '#fff', '#000', '#ffffff', '#000000', '#000000', '#6c757d', '#ffffff', '#000000', '#fff', '#000000', '#000', '#dee2e6', '#dee2e6', '#000', '#000', '#000', '#000', '#fff', '#000', '#fff', '#000000', '#000000', '#fff', '#000000', '#fff', '#000000', '#fff', '#f7f7f7', '#000000', '#fff', '#f7f7f7', '#ebebeb', '#444', '#fff', '#fff', '#fff', '#fff', '#000000', '#000000', '#000000', '#000000', '#000000', '#ffffff', '#adb5bd', '#000', '#dee2e6', '#dee2e6', '#dee2e6', '#f8f9fa', '#6c757d', '#fff', '#ffffff', '#ffffff', '#fff', '#1b1b1b', '#495057', '#ffffff', '#dee2e6', '#f8f9fa', '#6c757d', '#ff6e42', '#fff', '#fff', '#fff', '#1b1b1b', '#fff', '#fff', '#fff', '#dee2e6', '#444', '#000', '#adb5bd', '#444', '#fff', '#ff5a29', '#ff6e42', '#dee2e6', '#f2f4f6', '#dee2e6', '#343a40', '#6c757d', '#6c757d', '#ff6e42', '#ff6e42', '#fff', '#000000', '#fff', '#fff', '#f5f8fc', '#444', '#ffbca8', '#f5f8fc', '#ffffff', '#fff', '#000000', '#dee2e6', '#444', '#ff6e42', '#fff', '#ff6e42', '#fff'",40,,,,
3,5,5,"Rajdhani', 'Poppins', 'Poppins', 'Raleway', 'Raleway', 'Raleway', 'Raleway', 'Raleway', 'Raleway', 'Raleway', 'Raleway', 'Open Sans', 'Open San', 'Open San'","#666666', '#1f1f1f', '#111111', '#212121', '#222222', '#ddd', '#767676', '#ffffff', '#fff', '#161825', '#fff', '#fff', '#fe9901', '#161825', '#fff', '#fe9901', '#fff', '#161825', '#161825', '#fe9901', '#fff', '#fe9901', '#fff', '#161825', '#161825', '#fff', '#fff', '#fc9701', '#1b1b1a', '#161825', '#fff', '#fd9801', '#fff', '#1c1c1c', '#0a0a0a', '#1b1b1a', '#fff', '#f4a111', '#fff', '#fff', '#030303', '#090a0b', '#f89501', '#fff', '#fff', '#fff', '#fffffff2', '#1b1a1a', '#fff', '#1b1a1a', '#252525', '#fff', '#fe9901', '#fff', '#141414', '#fe9901', '#fff', '#141414', '#fff', '#fff', '#030303', '#fe9901', '#fff', '#fe9901', '#fff', '#fff', '#1b1b1a', '#fff', '#fff', '#030303', '#fff', '#dadada', '#161617', '#fff', '#dadada', '#161617', '#1b1b1a', '#fff', '#fe9901', '#fff', '#dadada', '#161825', '#fff', '#fff', '#151515', '#151515', '#fff', '#161617', '#252525', '#fff', '#fe9901', '#fff', '#000', '#161825', '#fff', '#fff', '#fff', '#ff0909', '#fff', '#f4a111', '#fff', '#fff', '#f4a111', '#fff', '#fff', '#fff', '#fff', '#f4a111', '#c97a05', '#fff'",41,,,,
3,1,6,"Open Sans', 'Droid'","'#777777', '#444444', '#e3722e', '#e3722e', '#010101', '#010101', '#010101', '#444444', '#777777', '#e3722e', '#e3722e', '#e3722e', '#d1601c', '#444444', '#e3722e', '#e3722e', '#444444', '#e3722e', '#3d3f3f', '#e3722e', '#e6e6e6', '#e3722e', '#000000', '#ffffff', '#ffffff', '#d6d6d6', '#e3722e', '#9d9d9d', '#cccccc', '#777777', '#d6d6d6', '#e3722e', '#444444', '#e3722e'",42,,,,
3,1,5,"inherit', 'Arial'","#8c806e', '#F06', '#333333', '#333333', '#333333', '#333333', '#fffc1c1c1333', '#c1c1c1', '#fff', '#000000', '#fff', '#ff9000', '#000000', '#fff', '#ff9000', '#38577a', '#38577a', '#38577a', '#fffff9408', '#e3860e', '#fff', '#ff9000', '#fff', '#fffb0bdc8', '#ff9000fffff9000', '#000000', '#fff', '#ffffff', '#ff9000fffff9000', '#fff', '#ff9000', '#f9fafb', '#f9fafb', '#000', '#979797', '#ff9408', '#989898d5d5d5', '#ff9408ff9408fff', '#ecececfff', '#ecececfff', '#000', '#ff9000', '#979797', '#08c2ff', '#fff', '#d8dfe5', '#ff9408', '#000000', '#03a4df', '#fff', '#000000', '#ffab3f', '#fff', '#000000', '#ae382d', '#fff', '#000000', '#5e5f61', '#fff', '#ececec', '#000', '#8f8f8f', '#ff9408', '#fff', '#ff9408', '#2d2d2d', '#2d2d2d', '#ff9408', '#979797', '#fff2d2d2d', '#2d2d2d', '#fff', '#fff', '#ff9408fff', '#fff', '#ff9408fff', '#fff', '#ebebeb', '#ff9408', '#242424', '#242424242424242424', '#979797242424242424242424', '#242424', '#979797242424242424242424242424', '#e9eceee2850a242424242424242424242424', '#2d2d2dfff', '#f88e04', '#ebedf1', '#ebedf1', '#f88e04', '#000000', '#a9abad', '#a9abad', '#fff', '#3498db', '#e74c3c', '#f9c922', '#222222'",43,,,,
3,1,5, 'Poppins',"'#ffffff', '#292929', '#393939', '#505050', '#696969', '#757575', '#252525', '#ce3232', '#d9d9d9', '#ce3232', '#ffffff', '#00F260', '#393939', '#00F260', '#ffffff', '#575757', '#ffffff', '#ffffff', '#ffffff', '#000000', '#ffffff', '#ffffff', '#ce3232', '#ce3232', '#252525', '#ffffff', '#000000', '#000000', '#000000', '#252525', '#575757', '#ffffff', '#ffffff', '#f9f9f9', '#f9f9f9', '#ce3232', '#ffffff', '#f9f9f9', '#ffffff', '#1f1f1f', '#ce3232', '#ffffff', '#d9d9d9', '#f0f0f0', '#ffffff', '#ffffff', '#ffffff', '#000000', '#000000', '#000000', '#ce3232', '#f0f0f0', '#393939', '#00F260', '#ffffff', '#3b5998', '#1da1f2', '#dd4b39', '#f9f9f9', '#2b2b2b', '#00F260', '#ffffff', '#141414', '#141414', '#ce3232', '#ffffff', '#000000', '#ffffff', '#d9d9d9', '#ffffff', '#d9d9d9', '#ce3232', '#000000', '#d9d9d9', '#999', '#ffffff', '#999999', '#ffffff', '#ce3232', '#595959', '#ffffff', '#ce3232', '#ffffff', '#ffffff', '#000000', '#000000', '#000000', '#252525', '#575757'",44,,,,
3,1,5,'Montserrat',"'#ffffff', '#252525', '#353535', '#454545', '#757575', '#252525', '#ce3232', '#000000', '#bfbdbd', '#000000', '#ce3232', '#f9f9f9', '#ffffff', '#575757', '#ffffff', '#ffffff', '#ce3232', '#ffffff', '#292929', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ce3232', '#ce3232', '#252525', '#ffffff', '#000000', '#000000', '#000000', '#454545', '#575757', '#ffffff', '#ffffff', '#f9f9f9', '#d9d9d9', '#ffffff', '#141414', '#fff', '#292929', '#ffffff', '#ffffff', '#ce3232', '#ffffff', '#f9f9f9', '#1c1c1c', '#292929', '#d9d9d9', '#ffffff', '#bfbdbd', '#ffffff', '#d9d9d9', '#000000', '#ffffff', '#d9d9d9', '#b2b2b2', '#dddddd', '#c9c9c9', '#ce3232', '#ffffff', '#292929', '#ffffff', '#000000', '#909090', '#d9d9d9', '#ce3232', '#1d1d1d', '#ffffff', '#d9d9d9', '#f9f9f9', '#ce3232', '#ce3232', '#ffffff', '#ffffff', '#000000', '#000000', '#000000', '#252525', '#575757'",45,,,,
3,1,5,"'Poppins', 'Poppins', 'FontAwesome'","'#fff', '#888', '#fff', '#f1556a', '#fff', '#f1556a', '#fff', '#fba70b', '#fff', '#f1556a', '#f4813f', '#fff', '#f1556a', '#f4813f', '#fff', '#f1556a', '#1e1e1e', '#f4813f', '#888', '#fff', '#000000', '#191a20', '#fff', '#7a7a7a', '#fba70b', '#7a7a7a', '#000000', '#fff', '#f5f5f5', '#fba70b', '#fff', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#fba70b', '#f7f7f7', '#eee', '#fff', '#eee', '#3B566E', '#191a20', '#fba70b', '#7a7a7a', '#000000', '#fdefe9', '#1e1e1e', '#1e1e1e', '#f4813f', '#fff', '#fff', '#fff', '#fff', '#fff', '#f4813f', '#fff', '#f4813f', '#fff', '#000000', '#777', '#eee', '#f7f7f7', '#7a7a7a', '#7a7a7a', '#7a7a7a', '#fff', '#fba70b', '#FFF', '#FFF', '#FC3', '#fff', '#fff', '#fba70b', '#fba70b', '#fff', '#4a4a4a', '#fafafa', '#FFF', '#FC3', '#fff', '#fff', '#fff'",46,,,,
3,5,5,"'Raleway', 'Raleway', 'FontAwesome', 'FontAwesome', 'FontAwesome'","'#fff', '#777', '#fff', '#5fb759', '#fff', '#5fb759', '#fff', '#fff', '#fff', '#fff', '#5fb759', '#fff', '#5fb759', '#fff', '#5fb759', '#5fb759', '#fff', '#fff', '#5fb759', '#fff', '#5fb759', '#5fb759', '#fff', '#1e1e1e', '#5fb759', '#fff', '#000000', '#fff', '#fff', '#5fb759', '#fff', '#7a7a7a', '#fff', '#fff', '#7a7a7a', '#000000', '#fff', '#f5f5f5', '#fff', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#5fb759', '#1e1e1e', '#f7f7f7', '#eee', '#fff', '#eee', '#3B566E', '#000', '#FFF', '#FFF', '#5fb759', '#fff', '#000000', '#FFF', '#FFF', '#000', '#f7f7f7', '#5fb759', '#777', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#000000', '#fff', '#5fb759', '#fff', '#5fb759', '#fff', '#5fb759', '#7a7a7a', '#ddd', '#fff', '#7a7a7a', '#7a7a7a', '#7a7a7a', '#339b9e', '#fff', '#fff', '#fff', '#fff', '#5fb759', '#5fb759', '#fff', '#fff', '#fff', '#000000', '#000000', '#fff', '#5fb759', '#fff', '#5fb759', '#9a9a9a', '#5fb759', '#000000', '#5fb759'",47,,,,
3,1,5,"'Montserrat', 'FontAwesome', 'Arial'","'#3CF', '#FC3', '#fafafa', '#fff', '#fafafa', '#f5a425', '#fff', '#fff', '#fafafa', '#162239', '#fafafa', '#fff', '#f5a425', '#162239', '#fff', '#f5a425', '#fff', '#18233a', '#121b2f', '#f5a425', '#f5a425', '#fafafa', '#162239', '#fff', '#fff', '#f5a425', '#0c1228', '#fff', '#f5a425', '#000000', '#fff', '#fff', '#fff', '#fafafa', '#fff', '#172238', '#fff', '#fff', '#f5a425', '#f5a425', '#f5a425', '#fff', '#fff', '#172238', '#fff', '#f5a425', '#fff', '#fafafa', '#f5a425', '#fff', '#fafafa', '#fafafa', '#fafafa', '#fff', '#fff', '#fafafa', '#fff', '#fff', '#f5a425', '#fff', '#172238', '#fff', '#1e1e1e', '#f5a425', '#f5a425', '#7a7a7a', '#fff', '#f5a425', '#172238', '#fff', '#fff', '#f5a425', '#f5a425', '#fff', '#f5a425', '#fafafa', '#0b0b0b', '#CCC', '#CCC', '#FFF', '#FFF', '#333', '#FFF', '#CCC', '#FFF', '#3F3F3F', '#FFF', '#3F3F3F', '#000000', '#000', '#000000', '#444', '#BDBDBD', '#F3F3F3', '#000000', '#000000', '#172238', '#fafafa', '#fafafa', '#fff', '#fafafa', '#fff', '#fff', '#fafafa', '#fff', '#fff', '#fff', '#fff', '#f5a425', '#fff', '#152036', '#fff', '#f5a425', '#0c1228', '#fafafa'",48,,,,
3,5,5,"Open Sans', 'Open Sans', 'Open Sans', 'Open Sans'","'#6266ea', '#fff', '#000000', '#000', '#000', '#ffffff', '#7276ec', '#b1b3f5', '#efeffd', '#efeffd', '#efeffd'",49,,,,
